pnum,itamnum,servername,ip,hostname,center,loc1,loc2,isvm,vcenter,datein,dateout,charge,charge2,isoper,oper,power,pdu,os,osver,maker,model,serial,domain,charge3,usize,vmpnum,dateinsert,cpucore,memory
129,NULL,"HPC ALM 연산노드#28",NULL,hliwas04,IDC,6F-29-R10,10,0,NULL,2023-06-19,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,"Synergy 480 Gen10",NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
130,NULL,"HPC ALM 연산노드#29",NULL,hliwas05,IDC,6F-29-R10,10,0,NULL,2023-06-19,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,"Synergy 480 Gen10",NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
131,NULL,"HPC ALM 연산노드#30",NULL,hliwas06,IDC,6F-29-R10,10,0,NULL,2023-06-19,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,"Synergy 480 Gen10",NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
132,NULL,"HPC ALM DB#1",NULL,hliwas07,IDC,6F-29-R09,29,0,NULL,2023-06-19,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,"HPE DL360 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
133,NULL,"HPC ALM DB#2",NULL,huros_web1,IDC,6F-29-R10,29,0,NULL,2023-06-19,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,"HPE DL360 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
134,NULL,"HPC ALM R3S모델러서버#1",NULL,huros_web2,IDC,6F-29-R09,33,0,NULL,2023-06-19,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,"HPE DL360 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
135,NULL,"HPC ALM R3S모델러서버#2",NULL,NULL,IDC,6F-29-R10,33,0,NULL,2023-06-19,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,"HPE DL360 GEN10",NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
136,NULL,"HPC DB #1",NULL,NULL,IDC,5F-15-R12,27,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R740,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
137,NULL,"HPC DB #2",NULL,NULL,IDC,5F-15-R11,27,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R740,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
138,NULL,"HPC 관리노드 #1",NULL,NULL,IDC,5F-15-R12,15,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
139,NULL,"HPC 관리노드 #2",NULL,NULL,IDC,5F-15-R12,17,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
140,NULL,"HPC 관리노드 #3",NULL,NULL,IDC,5F-15-R11,17,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
141,NULL,"HPC 연산노드 #1",NULL,NULL,IDC,5F-15-R12,2,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
142,NULL,"HPC 연산노드 #10",NULL,NULL,IDC,5F-15-R11,2,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
143,NULL,"HPC 연산노드 #11",NULL,NULL,IDC,5F-15-R11,3,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
144,NULL,"HPC 연산노드 #12",NULL,NULL,IDC,5F-15-R11,5,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
145,NULL,"HPC 연산노드 #13",NULL,NULL,IDC,5F-15-R11,6,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
146,NULL,"HPC 연산노드 #14",NULL,NULL,IDC,5F-15-R11,8,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
147,NULL,"HPC 연산노드 #15",NULL,NULL,IDC,5F-15-R11,9,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
148,NULL,"HPC 연산노드 #16",NULL,NULL,IDC,5F-15-R11,11,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
149,NULL,"HPC 연산노드 #17",NULL,NULL,IDC,5F-15-R11,12,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
150,NULL,"HPC 연산노드 #18",NULL,NULL,IDC,5F-15-R11,14,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
151,NULL,"HPC 연산노드 #19",NULL,NULL,IDC,5F-15-R11,15,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
152,NULL,"HPC 연산노드 #2",NULL,NULL,IDC,5F-15-R12,3,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
153,NULL,"HPC 연산노드 #20",NULL,NULL,IDC,5F-15-R03,2,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
154,NULL,"HPC 연산노드 #21",NULL,NULL,IDC,5F-15-R03,3,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
155,NULL,"HPC 연산노드 #22",NULL,NULL,IDC,5F-15-R03,5,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
156,NULL,"HPC 연산노드 #23",NULL,NULL,IDC,5F-15-R03,6,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
157,NULL,"HPC 연산노드 #24",NULL,NULL,IDC,5F-15-R03,8,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
158,NULL,"HPC 연산노드 #25",NULL,NULL,IDC,5F-15-R03,9,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
159,NULL,"HPC 연산노드 #26",NULL,NULL,IDC,5F-15-R03,11,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
160,NULL,"HPC 연산노드 #27",NULL,NULL,IDC,5F-15-R03,12,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
161,NULL,"HPC 연산노드 #28",NULL,NULL,IDC,5F-15-R03,14,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
162,NULL,"HPC 연산노드 #29",NULL,NULL,IDC,5F-15-R03,15,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
163,NULL,"HPC 연산노드 #3",NULL,NULL,IDC,5F-15-R12,4,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
164,NULL,"HPC 연산노드 #30",NULL,NULL,IDC,5F-15-R03,17,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
165,NULL,"HPC 연산노드 #31",NULL,NULL,IDC,5F-15-R03,18,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
166,NULL,"HPC 연산노드 #32",NULL,NULL,IDC,5F-15-R03,20,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
167,NULL,"HPC 연산노드 #33",NULL,NULL,IDC,5F-15-R03,21,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
168,NULL,"HPC 연산노드 #34",NULL,NULL,IDC,5F-15-R03,23,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
169,NULL,"HPC 연산노드 #35",NULL,NULL,IDC,5F-15-R03,24,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
170,NULL,"HPC 연산노드 #36",NULL,NULL,IDC,5F-15-R03,26,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
171,NULL,"HPC 연산노드 #37",NULL,NULL,IDC,5F-15-R03,27,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
172,NULL,"HPC 연산노드 #38",NULL,NULL,IDC,5F-15-R03,29,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
173,NULL,"HPC 연산노드 #39",NULL,NULL,IDC,5F-15-R03,30,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
174,NULL,"HPC 연산노드 #4",NULL,NULL,IDC,5F-15-R12,6,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
175,NULL,"HPC 연산노드 #40",NULL,NULL,IDC,5F-20-R09,2,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
176,NULL,"HPC 연산노드 #41",NULL,NULL,IDC,5F-20-R09,3,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
177,NULL,"HPC 연산노드 #42",NULL,NULL,IDC,5F-20-R09,5,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
178,NULL,"HPC 연산노드 #43",NULL,NULL,IDC,5F-20-R09,6,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
179,NULL,"HPC 연산노드 #44",NULL,NULL,IDC,5F-20-R09,8,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
180,NULL,"HPC 연산노드 #45",NULL,NULL,IDC,5F-20-R09,9,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
181,NULL,"HPC 연산노드 #46",NULL,NULL,IDC,5F-20-R09,11,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
182,NULL,"HPC 연산노드 #47",NULL,NULL,IDC,5F-20-R09,12,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
183,NULL,"HPC 연산노드 #48",NULL,NULL,IDC,5F-20-R09,14,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
184,NULL,"HPC 연산노드 #49",NULL,NULL,IDC,5F-20-R09,15,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
185,NULL,"HPC 연산노드 #5",NULL,NULL,IDC,5F-15-R12,8,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
186,NULL,"HPC 연산노드 #50",NULL,NULL,IDC,5F-20-R09,17,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
187,NULL,"HPC 연산노드 #51",NULL,NULL,IDC,5F-20-R09,18,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
188,NULL,"HPC 연산노드 #52",NULL,NULL,IDC,5F-20-R09,20,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
189,NULL,"HPC 연산노드 #53",NULL,NULL,IDC,5F-20-R09,21,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
190,NULL,"HPC 연산노드 #54",NULL,NULL,IDC,5F-20-R09,23,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
191,NULL,"HPC 연산노드 #55",NULL,NULL,IDC,5F-20-R09,24,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
192,NULL,"HPC 연산노드 #56",NULL,NULL,IDC,5F-20-R09,26,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
193,NULL,"HPC 연산노드 #57",NULL,NULL,IDC,5F-20-R09,27,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
194,NULL,"HPC 연산노드 #58",NULL,NULL,IDC,5F-20-R09,29,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
195,NULL,"HPC 연산노드 #59",NULL,NULL,IDC,5F-20-R09,30,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
196,NULL,"HPC 연산노드 #6",NULL,NULL,IDC,5F-15-R12,9,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
197,NULL,"HPC 연산노드 #60",NULL,NULL,IDC,5F-31-R09,2,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
198,NULL,"HPC 연산노드 #61",NULL,NULL,IDC,5F-31-R09,3,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
199,NULL,"HPC 연산노드 #62",NULL,NULL,IDC,5F-31-R09,5,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
200,NULL,"HPC 연산노드 #63",NULL,NULL,IDC,5F-31-R09,6,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
201,NULL,"HPC 연산노드 #64",NULL,NULL,IDC,5F-31-R09,8,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
202,NULL,"HPC 연산노드 #65",NULL,NULL,IDC,5F-31-R09,9,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
203,NULL,"HPC 연산노드 #66",NULL,NULL,IDC,5F-31-R09,11,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
204,NULL,"HPC 연산노드 #67",NULL,NULL,IDC,5F-31-R09,12,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
205,NULL,"HPC 연산노드 #68",NULL,NULL,IDC,5F-31-R09,14,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
206,NULL,"HPC 연산노드 #69",NULL,NULL,IDC,5F-31-R09,15,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
207,NULL,"HPC 연산노드 #7",NULL,NULL,IDC,5F-15-R12,11,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
208,NULL,"HPC 연산노드 #70",NULL,NULL,IDC,5F-31-R09,17,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
209,NULL,"HPC 연산노드 #71",NULL,NULL,IDC,5F-31-R09,18,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
210,NULL,"HPC 연산노드 #72",NULL,NULL,IDC,5F-31-R09,20,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
211,NULL,"HPC 연산노드 #73",NULL,NULL,IDC,5F-31-R09,21,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
212,NULL,"HPC 연산노드 #74",NULL,NULL,IDC,5F-31-R09,23,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
213,NULL,"HPC 연산노드 #8",NULL,NULL,IDC,5F-15-R12,12,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
214,NULL,"HPC 연산노드 #9",NULL,NULL,IDC,5F-15-R12,14,0,NULL,2020-03-25,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2019",NULL,R640,NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
215,NULL,"HPC 연산노드 서버 #100",NULL,NULL,IDC,5F-37-L04,10,0,NULL,2023-12-29,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2022",NULL,"Synergy 480 Gen11",NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
216,NULL,"HPC 연산노드 서버 #101",NULL,NULL,IDC,5F-37-L04,10,0,NULL,2023-12-29,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2022",NULL,"Synergy 480 Gen11",NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
217,NULL,"HPC 연산노드 서버 #102",NULL,NULL,IDC,5F-37-L04,10,0,NULL,2023-12-29,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2022",NULL,"Synergy 480 Gen11",NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
218,NULL,"HPC 연산노드 서버 #103",NULL,NULL,IDC,5F-37-L04,10,0,NULL,2023-12-29,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2022",NULL,"Synergy 480 Gen11",NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
219,NULL,"HPC 연산노드 서버 #104",NULL,NULL,IDC,5F-37-L04,10,0,NULL,2023-12-29,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2022",NULL,"Synergy 480 Gen11",NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
220,NULL,"HPC 연산노드 서버 #105",NULL,NULL,IDC,5F-37-L04,10,0,NULL,2023-12-29,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2022",NULL,"Synergy 480 Gen11",NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
221,NULL,"HPC 연산노드 서버 #106",NULL,NULL,IDC,5F-37-L04,10,0,NULL,2023-12-29,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2022",NULL,"Synergy 480 Gen11",NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
222,NULL,"HPC 연산노드 서버 #107",NULL,NULL,IDC,5F-37-L04,10,0,NULL,2023-12-29,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2022",NULL,"Synergy 480 Gen11",NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
223,NULL,"HPC 연산노드 서버 #108",NULL,NULL,IDC,5F-37-L04,10,0,NULL,2023-12-29,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2022",NULL,"Synergy 480 Gen11",NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
224,NULL,"HPC 연산노드 서버 #109",NULL,NULL,IDC,5F-37-L04,10,0,NULL,2023-12-29,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2022",NULL,"Synergy 480 Gen11",NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
225,NULL,"HPC 연산노드 서버 #110",NULL,NULL,IDC,5F-37-L04,10,0,NULL,2023-12-29,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2022",NULL,"Synergy 480 Gen11",NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
226,NULL,"HPC 연산노드 서버 #75",NULL,NULL,IDC,5F-37-L03,10,0,NULL,2023-12-29,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2022",NULL,"Synergy 480 Gen11",NULL,0,charge3,1,NULL,"2024-10-29 00:58:48",NULL,NULL
